point,velocity
881,-11.512680476691473
882,-8.884681166773456
883,-6.685492242978116
884,-4.912254671358136
885,-9.015266486448436
886,-5.466095688927117
887,-4.672547490944447
888,-4.774935869580367
889,-7.602999961680328
890,-3.169910252422197
891,-10.089032799481549
892,-11.538501114650481
893,-8.444635771066691
894,-5.196799187727166
895,-5.664157029432039
896,-2.7366941525773507
897,-6.477222561676426
898,-12.962945239183123
899,-10.851154621567332
900,-9.375727491414208
901,-8.412743228511484
902,-9.717134759058483
903,-8.526068631913558
904,-8.293281709993499
905,1.587648596365246
906,0.19908603970857547
907,-0.942561355306509
908,-12.353340721681795
909,-8.81679877987179
910,-10.633518206369168
911,-9.319291287583868
912,-12.028163260247595
913,-8.95637248356822
914,1.967521941251266
915,1.8990650620775966
916,0.5434016362167823
917,-7.178665878475873
918,-7.152829441836497
919,-10.682714280613773
920,-10.549945224312143
921,-7.677490059558326
922,-6.596201139418275
923,-9.193082918040075
924,2.7949307138647255
925,2.6828680276165793
926,1.8019716583701293
927,1.4436529657683104
928,-10.480565614698365
929,-6.22781734997363
930,-4.247547409690121
931,-11.346913163683345
932,-8.675521718742068
933,-12.40986586964818
934,3.239105791273265
935,3.0154422500400475
936,2.0837017739368804
937,1.9144213790158018
938,-9.347732496973736
939,-11.188659687231675
940,-8.145365314245103
941,-8.482650249341283
942,-7.629330954885439
943,-9.892631363151011
944,-11.860826482850811
945,4.217811380898674
946,3.270580873999015
947,2.9774360066476517
948,-13.75938445257283
949,-7.579625794079661
950,-6.740728861992155
951,-4.008052239803229
952,-5.638473926426352
953,-6.890932307038398
954,3.4601997042062376
955,4.378572789058613
956,3.8293596672446104
957,2.969147104507212
958,-8.768589009352105
959,-10.719179613140492
960,-4.4028103679251265
961,-4.214860320687345
962,-5.395224985418441
963,-4.839828119372391
964,3.4380650997088686
965,3.4999118601054433
966,4.016064384267403
967,-7.8533518851173305
968,-5.7393775171032395
969,-4.645858934048124
970,-4.537262722544353
971,3.64897961782031
972,4.313938232779829
973,4.562652196612534
974,4.205102135903438
975,-6.086383341813046
976,-9.750726311284103
977,-6.872240846526155
978,-4.891353135899456
979,-4.36562886498885
980,-3.461080318991472
981,-3.3218064408717076
982,3.016046481597568
983,3.6464616883138397
984,-5.3662985439204345
985,-5.64007411907243
986,-7.316682096674783
987,-3.722392739361654
988,-4.467459391250386
989,3.3017408162279676
990,3.0560884864767
991,-8.221623976427445
992,-5.920064672707842
993,-6.0204488266077965
994,-7.117954291392297
995,-4.495617638815149
996,-3.6258063861178855
997,-4.060953924983619
998,3.825371919393433
999,3.256852696664332
1000,3.0820898820565077
1001,3.42641718402458
1002,-6.634916025011682
1003,-5.008602463415031
1004,-6.616960522355458
1005,-5.133476956523306
1006,-3.0381932656747472
1007,-2.5767391239045465
1008,3.400877818944461
1009,3.4624771860557377
1010,3.1271931521044087
1011,3.151025729770585
1012,-7.710335368569713
1013,-8.341443660566386
1014,-5.580560688457103
1015,-5.37893009172433
1016,-2.074084111772105
1017,-3.3256726680336697
1018,3.487754400418781
1019,3.4953704693337095
1020,2.8987735301242132
1021,-9.458546483621523
1022,-7.611827006878254
1023,-3.765479082499956
1024,-7.669413532481452
1025,-6.825567164428149
1026,-3.7645690857418144
1027,2.2244250111847803
1028,2.323166844980372
1029,1.9197474732290423
1030,-5.861576869191776
1031,-7.855498539562017
1032,-6.5352702739220945
1033,-5.042885224752266
1034,-3.396310680354321
1035,-0.16349476579120992
1036,-0.7274348690705292
1037,-1.3365342124174175
1038,-1.8378892357124854
1039,-5.879504806874622
1040,-5.094326802853134
1041,-5.204575978007666
1042,-4.819123196170434
1043,-3.235351867407419
1044,-3.8341637567588984
1045,-1.5312945555045965
1046,-1.9075454511574916
1047,-2.2369398961603366
1048,-2.32862221693361
1049,-3.060675331891637
1050,-6.01756778644919
1051,-7.142405101251277
1052,-4.980095779583125
1053,-3.5744301582211233
1054,-0.21514547542952864
1055,1.9140855114875353
1056,0.6647457523492126
1057,0.30795525249497485
1058,-1.9505340435584257
1059,-5.9584232500479395
1060,-6.077289496153846
1061,-4.013095086655903
1062,-1.9561446591267473
1063,-7.733024841627784
1064,-6.874731688903968
1065,-2.168831766822416
1066,2.8753221544159158
1067,3.130155608329855
1068,1.4249966913276342
1069,-1.3965713244522833
1070,-5.794934860385245
1071,-3.4549340484761357
1072,-5.650248554983035
1073,-3.6054882225408798
1074,-7.2582613125724675
1075,-6.527081939438304
1076,2.62791285655309
1077,3.2518043636360647
1078,0.8401069792024304
1079,-8.029208901798388
1080,-5.070021527054111
1081,-4.876157298798816
1082,-4.243707748602392
1083,-5.149189884709519
1084,-5.373599701585292
1085,2.4944974685050143
1086,3.2526599311181696
1087,2.88269198700416
1088,1.8674209917029363
1089,-5.453094469926115
1090,-4.209664331052784
1091,-3.743761408058336
1092,-3.484871828106701
1093,1.3242230264854156
1094,2.016181361615657
1095,1.8928148383836836
1096,2.6893047145509654
1097,-4.473376688036844
1098,-3.1742028299010436
1099,-6.0509185597487205
1100,-4.156570934444772
1101,-0.08192847666360342
1102,1.573212125884887
1103,2.4143655195528284
1104,2.283882423182745
1105,-6.82493378886078
1106,-4.18960729919958
1107,-4.359210917253331
1108,-3.3648326557552646
1109,-0.7689113580158186
1110,1.0706680401177333
1111,1.80196309337868
1112,2.1384448605465494
1113,-9.696263384782354
1114,-0.1349974504341695
1115,1.432204563035818
1116,-6.329405937922812
1117,-6.7702902932470295
1118,-5.418191546103834
1119,-1.95506693344019
1120,-1.771850098936694
1121,1.6729965209913094
1122,-6.853683606826116
1123,-3.4335465824554467
1124,-6.911552136299922
1125,-6.567517061339846
1126,-4.109328494297848
1127,-2.136998794935004
1128,0.5061565845496138
1129,-7.534029334764391
1130,-5.724566159032756
1131,-4.886921294119011
1132,-0.7498162126353075
1133,0.09783283487315926
1134,-6.36103949179217
1135,-6.4663475947861615
1136,-8.158111737026594
1137,-6.929278750934485
1138,-7.825830008973324
1139,-5.779221137202382
1140,-5.920052885354322
1141,-4.901500380137057
1142,-2.0638876788874065
1143,-0.8954576684034199
1144,-0.09692124940851586
1145,-4.55107346332134
1146,-10.255414778231792
1147,-6.009026380232983
1148,-5.8955535256499045
1149,-6.452414901994326
1150,-4.965403545575773
1151,-3.63539355058289
1152,-2.0023703367912025
1153,-1.5041648501870144
1154,-5.015652570625586
1155,-4.733367223495681
1156,-5.998437366750825
1157,-5.7170441616611
1158,-7.457248425695897
1159,-5.6456473853519915
1160,-5.8520092791534575
1161,-5.697697056120723
1162,-3.8054385707489553
1163,-1.6791833136261074
1164,-3.816014405209499
1165,-5.30346456646142
1166,-3.5501066379395576
1167,-4.182191627929344
1168,-5.325894384241742
1169,-4.252879028444138
1170,-6.780892718635482
1171,-5.571614792959706
1172,-6.11286572506061
1173,-4.209666697863139
1174,-1.1902437591690023
1175,-2.6034350159061814
1176,-5.5922880626234335
1177,-5.5017366114456845
1178,-3.5759996688854363
1179,-2.9985546330759703
1180,-7.69352381619642
1181,-6.676448730668508
1182,-5.6906523148986
1183,-5.107739055514066
1184,-5.500161276124304
1185,-4.050192805987142
1186,-0.8702053440126354
1187,-2.461932125671139
1188,-3.3359191433523003
1189,-3.64496845870923
1190,-3.154865587300737
1191,-4.252701083878248
1192,-7.530602543347555
1193,-6.30655632023625
1194,-5.8073026777401555
1195,-3.9489040269723024
1196,-6.124050409229235
1197,-2.181046548065231
1198,-4.065281773418869
1199,-7.892890393993495
1200,-7.968742183034783
1201,-6.032897760127187
1202,-5.513578318663474
1203,-5.811749794271257
1204,-2.7116168213256255
1205,-5.690017549804693
1206,-3.7580742431105003
1207,-3.542322245092632
1208,-3.3645971298405954
1209,-7.436559097107477
1210,-4.856004560242451
1211,-6.323511722533744
1212,-5.9038108762963635
1213,-5.9916581076578055
1214,-3.7073544421428837
1215,-1.8709470953188538
1216,-2.5721734940575107
1217,-6.162889367100941
1218,-5.836275239687062
1219,-5.962008733752705
1220,-6.390860564317046
1221,-3.965493332658149
1222,-3.9636189105069413
1223,-3.134677272766976
1224,-0.45311757988053647
1225,-0.6870687458654618
1226,-7.812626049641336
1227,-6.22558819126911
1228,-6.638710568369493
1229,-6.06766261622448
1230,-2.988546543823058
1231,-3.3784952656855456
1232,-3.4862481696126606
1233,-2.4349007764409234
1234,-6.05257002397498
1235,-4.759593968912391
1236,-6.396158522479125
1237,-6.859583409106418
1238,-6.869076788490016
1239,-3.513834496660145
1240,-4.890269257931343
