point,velocity
1241,-4.643676460875144
1242,-6.994870403599659
1243,-5.86450965247113
1244,-5.537265294101137
1245,-4.33010749707718
1246,-4.337295907197577
1247,-4.457225950837196
1248,-8.41556775011134
1249,-7.6628090679728125
1250,-5.61985684573177
1251,-5.451847290102881
1252,-5.633534199419696
1253,-5.749822286087359
1254,-5.896684037501614
1255,-4.746422285877589
1256,-3.179013743300137
1257,-3.5293140822354565
1258,-3.0122919720640513
1259,-5.156983269443942
1260,-9.942724751532587
1261,-7.831369179393034
1262,-5.707992297334908
1263,-5.510119808630501
1264,-3.928420653069255
1265,-5.266506222921011
1266,-6.2602303892368285
1267,-3.529938705217071
1268,-9.615415220267936
1269,-12.138112872222422
1270,-10.67617061193907
1271,-10.243649355232023
1272,-6.474574282336984
1273,-5.407127697546303
1274,-5.224724413697918
1275,-4.08015589673
1276,-4.240564954603209
1277,-7.795713996560368
1278,-8.982594058587361
1279,-9.348260258435486
1280,-10.414609237336595
1281,-12.025933995579917
1282,-9.246038076586922
1283,-6.802758573384708
1284,-7.946383824038559
1285,-5.451071039035695
1286,-4.002469700751832
1287,-3.6368479546497734
1288,-6.61924206064504
1289,-7.883514693151428
1290,-9.177516922328678
1291,-9.532259878300694
1292,-11.064238794643348
1293,-8.919420246608514
1294,-10.421292711247048
1295,-10.009764859496284
1296,-9.38214471344457
1297,-7.8372456123851055
1298,-5.518012656431931
1299,-2.855948918971807
1300,-2.60259487941246
1301,-6.365551773153515
1302,-4.567530128246881
1303,-5.682001001294336
1304,-4.532169414740513
1305,-6.899316854768829
1306,-5.793829607616548
1307,-5.743062242308279
1308,-8.793342011165066
1309,-10.920671233714097
1310,-6.197323954437412
1311,-7.350446297981107
1312,-7.792974895088087
1313,-8.125056960044178
1314,-7.250028156646017
1315,-4.5078250737924215
1316,-4.845278924387477
1317,-5.639914001238126
1318,-5.516396487000068
1319,-5.384141777450342
1320,-5.2890206734062355
1321,-5.2471133566639185
1322,-6.315069942819606
1323,-7.063324254450264
1324,-7.842342429901865
1325,-9.187687908715807
1326,-5.247663062451648
1327,-5.537027225910261
1328,-9.152589168485173
1329,-6.723527489128386
1330,-6.0921719002500385
1331,-4.226896513670658
1332,-4.924104603787426
1333,-4.943891494604912
1334,-3.603943024753141
1335,-5.316957707005825
1336,-5.624580330790987
1337,-5.303138675404626
1338,-5.731995854900485
1339,-5.365033456664107
1340,-4.262591767783209
1341,-8.321704032740149
1342,-7.704408920360995
1343,-3.375766754566683
1344,-5.869076793866565
1345,-4.032669208580121
1346,-4.041270414020543
1347,-4.044184475088561
1348,-6.734353998017281
1349,-4.596605052602373
1350,-3.0349342670060393
1351,-4.800835676935569
1352,-6.324266061575209
1353,-7.691093368442717
1354,-8.11718539501364
1355,-7.093252513591431
1356,-5.418930928233025
1357,-4.872842401670881
1358,-4.628692636704179
1359,-3.3192654763484346
1360,-4.001053012188331
1361,-5.369551009268311
1362,-4.386238717420459
1363,-4.77013984930027
1364,-4.924034335471519
1365,-4.460769656768746
1366,-4.095487327174037
1367,-3.162081532667114
1368,-4.880097756290616
1369,-6.848326058936701
1370,-4.763450364562617
1371,-4.544759891164914
1372,-2.841025285450368
1373,-4.9869669081535735
1374,-7.88601632383155
1375,-3.318647405953805
1376,-4.217938522351693
1377,-5.950618471084356
1378,-6.659729673434504
1379,-8.57493651803571
1380,-2.285643036617186
1381,-4.476512564113157
1382,-2.697692282046967
1383,-6.971471886753679
1384,-6.312420313998632
1385,-4.307664881880626
1386,-5.1764102730104975
1387,-6.947430938508112
1388,-8.324329235318192
1389,-7.711376569896443
1390,-7.5386897144365195
1391,-6.925059910203841
1392,-5.898081071378085
1393,-6.263410856942792
1394,-5.489433156058439
1395,-6.695577846263574
1396,-10.576921004317391
1397,-5.015046149752016
1398,-4.359125524202862
1399,-2.804205864308313
1400,-5.3778287441397925
1401,-5.745678589616833
1402,-10.160019470616984
1403,-9.522936498019002
1404,-8.86738282435645
1405,-7.195989946706609
1406,-6.748590084077886
1407,-5.425062785329637
1408,-3.4191485908845953
1409,-3.465292246263933
1410,-6.560159646321878
1411,-4.153667796633705
1412,-5.726800390403094
1413,-11.741045765573194
1414,-11.354983668302696
1415,-7.570443902816057
1416,-5.594570871859658
1417,-5.275745958082784
1418,-4.83729725260051
1419,-4.337192109037995
1420,-3.317748820397857
1421,-6.338893364881903
1422,-5.775909616292987
1423,-7.479165274015757
1424,-7.810461430944829
1425,-9.161138811845351
1426,-5.884488085583718
1427,-5.710405908229139
1428,-7.13960735695927
1429,-6.882716216806961
1430,-4.928921582892334
1431,-3.2325019971368176
1432,-2.220684643685117
1433,-5.784716917867934
1434,-4.622032823615084
1435,-9.505126268459566
1436,-5.195021467338481
1437,-7.516705216974544
1438,-7.232688901737129
1439,-0.22205131557813812
1440,-3.1818977271211133
1441,-1.9415681617703437
1442,-0.6017357777802231
1443,-3.868293728285793
1444,-2.8792058031076118
1445,-7.770615495733493
1446,-5.8840371345024955
1447,-9.03052837602428
1448,-9.136605967901088
1449,-8.551708228246257
1450,-6.888268659230534
1451,-3.3084047662987244
1452,0.6232106430317617
1453,-0.006818850141640044
1454,-1.4891858512521592
1455,-1.8570491675436758
1456,-0.6879416163810288
1457,-7.003755521196005
1458,-8.503468752346334
1459,-5.59959814064599
1460,-6.305883335376435
1461,-8.706783756081123
1462,-8.083719063016543
1463,-3.092870024446038
1464,2.070614012934452
1465,0.2769043902674734
1466,-3.3594012335895234
1467,-5.07059544067533
1468,-4.242029351782162
1469,-5.362050877486177
1470,-4.3516697209766395
1471,-5.87166797554857
1472,-7.628351958734596
1473,-10.472047791946041
1474,-9.67121910466118
1475,-5.336157905988655
1476,-2.1270378881410776
1477,-2.0057433452390643
1478,-1.9871816863788274
1479,-3.4466476603700738
1480,-3.948579091435011
1481,-3.7526320295452558
1482,-5.68228903627884
1483,-6.316086191332957
1484,-7.086444617384291
1485,-9.464071496944797
1486,-13.903396039517403
1487,-9.487199608935532
1488,-1.4834885521988093
1489,-1.4832063826061181
1490,-0.6026733186207759
1491,-1.4565545122869001
1492,2.0092121822398843
1493,-0.4141501479911806
1494,-5.7276448520190515
1495,-5.684496866041807
1496,-4.844811189885794
1497,-7.553114449343428
1498,-10.379511411926053
1499,-13.278504561786837
1500,-2.872636405029305
1501,-0.753744132343085
1502,-0.7542386073058828
1503,0.18341414307140902
1504,1.3134688770368854
1505,0.31786908543883036
1506,-4.635479293794611
1507,-4.667950792641286
1508,-4.988608018469674
1509,-4.13900888504093
1510,-4.742846213153511
1511,-5.342002097897399
1512,0.4352814132182346
1513,0.5456730909285487
1514,0.3791970035280116
1515,0.6466980541367278
1516,1.2575641543357625
1517,0.537704952810902
1518,3.9249139354867695
1519,0.11256759156899293
1520,-4.847225341902069
1521,-4.104849965326717
1522,-2.4716094976600163
1523,-3.5643939303580403
1524,-3.7739300090204106
1525,-4.622043029284256
1526,-5.950336919138806
1527,3.8430982274650627
1528,-0.670111080037096
1529,-4.167974640256459
1530,-6.191929914113366
1531,-1.333824757759341
1532,-0.2914799336381811
1533,-0.15507057210811298
1534,-4.5593394974148165
1535,-4.649340573738483
1536,-4.3248867762756396
1537,-5.482082749752695
1538,-2.469707781510589
1539,-1.6970334650335295
1540,-2.975114353845846
1541,-2.976317797299559
1542,-6.679026024835262
1543,-8.76832684187106
1544,-0.7839393153840699
1545,-0.9896771064280341
1546,-0.0009751416001167823
1547,-1.3084705666364727
1548,-3.3458220590541585
1549,-2.0734960949613006
1550,-6.660115943688857
1551,1.0774007913266221
1552,-0.6818521976584809
1553,-0.49628634389361603
1554,-9.317421213506988
1555,-7.774639701813159
1556,-12.007635592232933
1557,-7.579301068150521
1558,-3.2735875487889037
1559,-4.179907794785945
1560,-1.803715586854113
1561,-2.203060197983353
1562,-1.447078708006414
1563,-6.414559615919521
1564,-3.610372815870508
1565,-1.877490064885988
1566,-0.9944488245932763
1567,-5.751364970916599
1568,-4.8656814144519345
1569,-2.2595502189926555
1570,-6.2614427659102425
1571,-8.920644932098462
1572,-11.485823971464507
1573,-6.956256804438603
1574,-6.716578710146685
1575,-5.371857031053736
1576,-7.829849306839659
1577,-4.270476985602958
1578,-1.178133325970493
1579,-3.2926123082990104
1580,-5.003967700210791
1581,-5.03581801234556
1582,-3.501794833911622
1583,-7.356504373983382
1584,-4.134509378832044
1585,-5.811754749973505
1586,-10.106094663741624
1587,-10.71654426062145
1588,-7.389632662889679
1589,-5.541852805468129
1590,-4.616323023389019
1591,-5.836151766803609
1592,-4.5753426722408665
1593,-0.7938406493609257
1594,-9.132921044363266
1595,-8.936232213637835
1596,-5.013411154080542
1597,-2.25552342704324
1598,-5.992386067406273
1599,-9.799758112445563
1600,-5.030007322592531
1601,-8.314442963840996
1602,-5.22333886263376
1603,-10.280015605725906
1604,-9.193671036567318
1605,-5.516834940852752
1606,-6.469058522789616
1607,-5.279074647644219
1608,-6.005006887858835
1609,-9.219368377356291
1610,-10.193625047892487
1611,-6.939709077930113
1612,-8.80455416032919
1613,-5.541548446185156
1614,-2.7114884561820727
1615,-5.445791805002374
1616,-5.557869786146728
1617,-5.852968016799301
1618,-6.827500493185272
1619,-7.571580970728827
1620,-11.3939459545173
1621,-6.138324516747382
1622,-5.062393457259541
1623,-7.179907348068588
1624,-8.48181902198043
1625,-9.790191106486681
1626,-7.924816587834267
1627,-8.57920924967598
1628,-2.4800087007327036
1629,-4.100436788109831
1630,-2.9681344104004266
1631,-2.9640478001205066
1632,-3.3264952678768966
1633,-5.4885485526710935
1634,-5.077590367891704
1635,-5.615229747865045
1636,-7.19166162151893
1637,-7.777794917548537
1638,-4.039988597200565
1639,-6.128307682707082
1640,-6.147068819548072
1641,-8.431223469759908
1642,-5.912079291701655
1643,-5.1017001261813695
1644,-3.5453803083439057
1645,-2.5187958762692
1646,-2.302501979249663
1647,-3.113095622813326
1648,-5.753690499487537
1649,-7.809758136827615
1650,-5.249458809932929
1651,-10.240928680974923
1652,-7.381975987137744
1653,-9.790642661278357
1654,-7.639728279477323
1655,-8.234705435485155
1656,-4.53538471642313
1657,-2.0901028928598393
1658,-3.474934351049532
1659,-3.1652367464086844
1660,-4.030088262337272
1661,-5.1929257059273946
1662,-6.435480417441485
1663,-6.974151478564888
1664,-10.660461123671668
1665,-12.619529722617788
1666,-8.674914765833453
1667,-7.247216616014574
1668,-6.968839840219155
1669,-5.055829132208107
1670,-3.161062531834368
1671,-3.427056352364468
1672,-2.991250642361433
1673,-2.293386588049057
1674,-2.3654780351596125
1675,-1.1470129222454857
1676,-9.002198954729288
1677,-8.117229410441585
1678,-12.2070018103113
1679,-10.752719220662136
1680,-6.601850466818169
1681,-6.243528373200063
1682,-7.827622494631469
1683,-7.520674439443908
1684,-4.624390403479862
1685,0.6251519848439576
1686,-1.943999273128509
1687,-1.8430781915717107
1688,-1.1658893557864425
1689,-2.200493126287794
1690,-4.2601392884896425
1691,-7.493121304022
1692,-7.541709099173993
1693,-9.786966362637054
1694,-7.556659008907715
1695,-2.1932093693444705
1696,-4.936350627844726
1697,-4.44352317890107
1698,-4.998489692442915
1699,-6.182625564696698
1700,-7.063653480725312
1701,-6.303188699396503
1702,-4.312315250119995
1703,-3.5187986500297694
1704,-4.786075149342132
1705,-9.405783053842297
1706,-6.77948450282218
1707,-5.232251812563976
1708,-9.892499605302183
1709,-1.6080334651031485
1710,-4.5338832819670944
1711,-2.4470313054619397
1712,-1.664682265905108
1713,-6.291801180443216
1714,-7.946425630080751
1715,-9.60840169159314
1716,-2.737231399800576
1717,-5.646462065431797
1718,-7.366044189520225
1719,-4.849774020504157
1720,-4.578958604221495
1721,-1.8208622228203488
1722,-5.453723058511946
1723,-3.978298823815037
1724,-4.0334638226071515
1725,-3.1229773933594642
1726,-2.0582408113632034
1727,-4.242216747935048
1728,-2.3956089495806494
1729,-4.656894199014911
1730,-6.29616070915145
1731,-8.521174876372868
1732,-6.34407578180325
1733,-3.9594612550231423
1734,-5.5393733743198545
1735,-1.1246534988760741
1736,-0.7764632138536495
1737,-4.611805588729396
1738,-3.6822436992454595
1739,-2.8243928917575656
1740,-4.669272632938485
1741,-4.792279781729904
1742,-2.833785542100537
1743,-6.8697691428814425
1744,-5.391000113870162
1745,-1.0893953287533826
1746,-1.4660295511150003
1747,-8.00937487113068
1748,-0.16988566720121612
1749,-1.8326341224428955
1750,-2.3395079222778965
1751,-0.8336113337867592
1752,-3.4468171878771585
1753,-10.060639319415944
1754,-4.422374353584648
1755,-1.5981227095951713
1756,-4.3964416215974715
1757,-3.991945411650662
1758,-3.560605432971109
1759,-2.4384490882738867
1760,-3.032287508034165
1761,0.9928976112248868
1762,-2.148256748641766
1763,-7.019465114440812
1764,-5.787068414179256
1765,-6.879078801698042
1766,-4.50699841320058
1767,-2.592190934753826
1768,-1.1086600724542477
1769,-2.336674382235112
1770,-0.41646366679006713
1771,-0.8451572917021015
1772,-4.681346044029523
1773,-2.8971810455606244
1774,-5.068367875981955
1775,-1.540370866586291
1776,-6.082651684564354
1777,-2.8270649686834783
1778,-0.9037775158568858
1779,-6.095594939018234
1780,-4.6725744024362355
1781,0.2118324032403051
1782,-1.2788416502844022
1783,-3.8589395930534187
1784,-2.133329217309506
1785,-1.5676829266156445
1786,-1.909489448873459
1787,-4.264188083985726
1788,-1.8433288492289581
1789,-1.219969646463844
1790,-1.2441865179257483
1791,1.594590002083575
1792,-3.010163455601702
1793,-2.569327019996386
1794,-2.5644046168042314
1795,-6.199958542367649
1796,-4.962113071398838
1797,-4.179030531256368
1798,-3.135520732839074
1799,-6.6925344036054755
1800,-6.048022672173543
1801,-5.149455522409495
1802,-6.252599212304817
1803,-3.9731730799138907
1804,-3.4775188661192913
1805,-1.5602483891235526
1806,-1.646787959178989
1807,-2.791589097598359
1808,-4.003741938899032
1809,-4.721358339947725
1810,-5.938265847753785
1811,-3.4031640769375646
1812,-1.7029089466936698
1813,-5.344840770200119
1814,-2.1933710361283087
1815,-3.648996750560408
1816,-2.861971984012319
1817,-1.0291524640037604
1818,-2.79030932979814
1819,-3.4394297601720596
1820,-6.50291608426651
1821,-4.482435064712293
1822,-7.450828332729882
1823,-0.2265012144407281
1824,-5.738122938308384
1825,-6.880277103215351
1826,-4.881086192186547
1827,-1.9316763448499434
1828,-0.4685689437687777
1829,-7.344995995667479
1830,-9.285148407672116
1831,-2.386819337197881
1832,-0.22370473690482992
1833,-2.5617757598199353
1834,-0.2178974555715522
1835,-3.192158024949688
1836,-3.309938714885564
1837,-1.8584273548379888
1838,-2.626208983089007
1839,-2.3680481700629765
1840,-1.4520361219563205
1841,-0.6215015324619888
1842,-9.431314541890762
1843,-7.2200043274837755
1844,-7.87249616888819
1845,-6.377042788607174
1846,-3.485416733524659
1847,-5.6752875799428875
1848,-3.0434111045050605
1849,-2.0840523254102497
1850,-1.3880610579995334
1851,0.955924249154285
1852,-0.5175387046203312
1853,-0.7139516547084601
1854,-8.488388611385796
1855,-6.951811418583438
1856,-5.605291838275455
1857,-7.801708890366257
1858,-6.63078129941693
1859,-3.0341078641198664
1860,-2.5084848946778284
1861,-0.3657688587215867
1862,-3.6638580401201817
1863,-4.378516413689135
1864,-7.785627415153763
1865,-7.551153621927643
1866,-5.2495103788490205
1867,-7.2666469174999815
1868,-5.4851213554943135
1869,-3.8180245177716667
1870,-2.941629076508051
1871,-0.7982738764240483
1872,-5.585033848707949
1873,-3.998079490369599
1874,-7.288918358931499
1875,-5.708476601771718
1876,-5.805666588037483
1877,-7.945437444806134
1878,-4.467342496639045
1879,-3.8963773549046747
1880,1.0890710341469456
1881,-3.2727769031346763
1882,-7.897217276176143
1883,-5.3700101737389705
1884,-6.900879611856186
1885,-4.109262827052427
1886,-4.598822580622787
1887,-6.114468659849141
1888,-6.981718027926422
1889,-7.84679987782569
1890,-8.60036348536683
1891,-3.709122921020192
1892,-8.052913366674144
1893,-8.111931801007344
1894,-6.481455673814467
1895,-7.299133589971814
1896,-7.889769491806087
1897,-7.377239544391337
1898,-7.401281485354761
1899,-2.3415876966103206
1900,-7.407604346222383
1901,-5.691978640532399
1902,-4.428589023946176
1903,-6.119538545379899
1904,-5.636453312353381
1905,-5.022865852791426
1906,-7.30286198437062
1907,-5.654417383775138
1908,-8.697155467379117
1909,-7.0178437419464705
1910,-9.172547013529307
1911,-2.855685767953613
1912,-7.2917018758808725
1913,-6.953280329015028
1914,-2.5012383563299148
1915,-6.708716279483902
1916,-8.157617622860615
1917,-4.771106096706673
1918,-5.411924086263227
1919,-7.992912843011559
1920,-6.61573262534376
1921,-8.967253064155695
1922,-9.738313304332028
1923,-7.99800114640297
1924,-8.637160327420885
1925,-9.569032462739958
1926,-3.5964453585792984
1927,-2.3206152911940943
1928,-0.9548588118334758
1929,0.9072159291584311
1930,-1.8835052799488188
1931,-2.928880450057999
1932,-2.935289406977887
1933,-4.286071051475796
1934,-4.291895930079976
1935,-5.943764242080409
1936,-8.86327112194977
1937,-9.096287024600862
1938,-5.630211781915273
1939,-8.5086463245281
1940,-10.334074312861791
1941,-8.730011351464912
1942,-14.521530131582983
1943,-12.20107031456177
1944,-0.4629445943275474
1945,-0.9109863939327874
1946,-1.2955349821035298
1947,-2.613069202119226
1948,-1.26402139749258
1949,0.014927408598632029
1950,1.0073557900834338
1951,0.5830739201553244
1952,-3.027919867083042
1953,-6.030463810623121
1954,-5.8703293959875715
1955,-3.7532665494894606
1956,-1.9853462880791894
1957,-1.9829952968815219
1958,-1.235050306760816
1959,-6.2004022834705115
1960,-9.360303034067698
1961,-14.87042047219733
1962,-12.177834775218743
1963,3.2731301204321595
1964,2.3430245350876935
1965,2.4865916045528844
1966,1.0940166513303626
1967,-1.1672749667678672
1968,-4.215774882937611
1969,-1.1700922853493645
1970,-0.5415374167589582
1971,0.5823312516536229
1972,-3.3014012661477223
1973,-4.126176651199697
1974,-3.911804932418901
1975,-6.03464865721056
1976,-4.199838787575664
1977,-0.8960911985703078
1978,-12.658440092131015
1979,-14.024666088949603
1980,-16.23585711107016
1981,-19.155482744674153
1982,-11.56560070332511
1983,-0.35912684957455837
1984,2.3442045346983655
1985,2.724182243598658
1986,4.163325373234232
1987,4.16445936105324
1988,1.5539822587353456
1989,-0.31407079472567667
1990,0.4964597972845938
1991,-1.074008075513048
1992,-1.203426193524998
1993,0.20090820971544962
1994,-1.3747019161590286
1995,-1.6197479329461357
1996,-0.7991131501158489
1997,-6.037926051827922
1998,-4.066440463991952
1999,-10.121963024684321
2000,-13.861332633584038
2001,-10.333365370158122
2002,-17.273071874083996
2003,-14.601943003177755
2004,0.17613525825803827
2005,0.6940902726655109
2006,1.4841474351765895
2007,2.031378620972654
2008,2.8167968622905892
2009,1.0127211409258257
2010,-0.4924130471753465
2011,-1.4223568235569175
2012,-0.1455269037533537
2013,-3.290660815246853
2014,-7.384085598220191
2015,-11.694066899626495
2016,-7.5428856821145285
2017,-10.51196984153361
2018,-11.38539806578479
2019,2.937084254801817
2020,-0.22761809764939933
2021,0.705332635575877
2022,0.0008159823957549668
2023,0.8076245151827053
2024,1.5838712136200694
2025,0.7162057901701139
2026,-6.205086717764318
2027,-8.183423485621457
2028,-6.039081340761389
2029,-9.800351368294926
2030,-14.051322605458894
2031,-3.927605963410614
2032,-0.7503326342706079
2033,-0.3571748026851857
2034,1.3645053309892365
2035,-1.5886745483306848
2036,-2.0325351181874214
2037,-2.6589751217548985
2038,-2.639010808999536
2039,-2.566211797942311
2040,-8.692760888851591
2041,-12.534265332771128
2042,-9.356344210995921
2043,-10.548545717094353
2044,-16.489036636509347
2045,-6.103551271897839
2046,-2.419305195383039
2047,-0.810390057827444
2048,-1.0634481412952035
2049,0.45762094465308284
2050,1.6418013976002184
2051,-1.3078085380467763
2052,-2.794394251834601
2053,-3.404195363136255
2054,-3.97461166939823
2055,-8.361784718912453
2056,-6.701338534662843
2057,-9.904716627139125
2058,-11.046218717879004
2059,-5.8054830619381805
2060,-4.474920717355598
2061,0.05945003650093772
2062,0.035941746980417966
2063,1.7472529415763838
2064,-0.47765844735866236
2065,-7.607603132550097
2066,-9.26563903698256
2067,-12.996373453611684
2068,-14.90017943631523
2069,-3.0894600463845525
2070,-4.942316853529305
2071,-10.00904285468782
2072,-9.565538209696799
2073,-5.409162776231972
2074,-6.5173448227740245
2075,-5.878318066985941
2076,-3.6982276333973667
2077,-3.498155342911964
2078,-7.487958475211016
2079,-8.880120949971015
2080,-10.637215390103501
2081,-13.113740717616917
2082,-15.983785015209271
2083,-11.645360327804907
2084,-4.73479622668569
2085,-6.241696089955853
2086,-6.783508751228243
2087,-8.632946111825513
2088,-8.781906609455982
2089,-7.1422736793267365
2090,-7.4947094973012
2091,-7.518389840949794
2092,-6.647232268913007
2093,-3.788472995562398
2094,-4.649555023754166
2095,-3.3802995425356825
2096,-3.4216669249491174
2097,-1.4116205021112829
2098,-5.1610445547409265
2099,-7.82872234550524
2100,-11.328694898409632
2101,-12.57545316392584
2102,-6.942490941020657
2103,-10.02669157593402
2104,-5.498061738426939
2105,-6.241226253344285
2106,-7.295037854080239
2107,-8.31868903101083
2108,-9.466303029470284
2109,-9.99820062566575
2110,-9.779037859943108
2111,-7.08462823466452
2112,-3.544251877670871
2113,-3.406733765664598
2114,-5.941151515208113
2115,-5.393320421635616
2116,-4.451003187747786
2117,-7.717800943535107
2118,-9.453934291363742
2119,-6.8220969439564465
2120,-7.6492904770879795
2121,-7.212513351909091
2122,-5.721721106165642
2123,-6.563783003847992
2124,-8.34465258211498
2125,-8.96361446435473
2126,-9.525415120391086
2127,-10.274215440412728
2128,-8.294473029694673
2129,-4.316951203517373
2130,-4.872631127018559
2131,-6.7840133562923555
2132,-7.564221501407994
2133,-3.845840591456319
2134,-9.141399761216872
2135,-6.673985096891971
2136,-8.31191354550901
2137,-10.672278122802828
2138,-10.687654582737594
2139,-6.089365609228357
2140,-8.695627458435995
2141,-7.4406995515088425
2142,-7.321844434520367
2143,-8.102692684440035
2144,-6.356266967362958
2145,-4.1341369243138555
2146,-5.6207804240329216
2147,-7.477411262412511
2148,-5.200283769858651
2149,-5.446317021329534
2150,-6.943701693041291
2151,-9.594976973759914
2152,-5.675674740136635
2153,-9.525996816132288
2154,-7.876727452285465
2155,-7.596078603888055
2156,-4.548208714159773
2157,-8.425306192715153
2158,-9.31355671824409
2159,-5.272402711546689
2160,-5.201042733273532
2161,-5.211130271384683
2162,-5.65241519117217
2163,-5.453816699324205
2164,-5.4309283794198455
2165,-7.147226097709717
2166,-7.546024182785479
2167,-6.688977292942481
2168,-6.004982732778073
2169,-5.01036290429985
2170,-9.868159994357447
2171,-6.739211282887413
2172,-6.171582207320108
2173,-5.686105188352293
2174,-4.763830663409734
2175,-3.7662504866578663
2176,-4.9012143525208645
2177,-4.828020287467413
2178,-2.682648855324692
2179,-5.477470811028749
2180,-3.392981483154313
2181,-1.57090429848352
2182,-1.3071999950150106
2183,-7.699284242843491
2184,-5.825319641101252
2185,-6.488580675282809
2186,-2.040773156706889
2187,-2.3634255691758046
2188,-0.8044090127573613
2189,0.37418227964288037
2190,-1.2354314469280459
2191,-2.810699454393327
2192,-1.2660783619913707
2193,-4.550497910023849
2194,-7.183249325496607
2195,-0.9407614241266412
2196,-0.9871690532145706
2197,-0.6123736921172295
2198,-2.2017332975707253
2199,-2.0900270196751913
2200,-4.457276040414418
2201,-6.795889731936365
2202,-1.8622463828125992
2203,-1.390566895300517
2204,-0.8863888103041023
2205,-0.6641312163758657
2206,0.07453406081171186
2207,-1.3092055334357586
2208,-3.489993305134397
2209,-7.118543712581528
2210,-3.681693407360324
2211,-3.0992072397629182
2212,-2.772533298640657
2213,-0.5813062398533767
2214,-1.4108923871249894
2215,-5.398461670769392
2216,-1.860756300141071
2217,-5.104284013190604
2218,-7.770399332681484
2219,-2.786296578614553
2220,-4.173808114116655
2221,-5.662291416857901
2222,-3.655535323450628
2223,-2.254300847890203
2224,-7.246679749285957
2225,-3.657189460276843
2226,-8.099879625008855
2227,-6.920078237842938
2228,-1.349366960942663
2229,0.5382700510216768
2230,-1.8873258770844916
2231,-4.625765711909357
2232,-4.9666289984078995
2233,-4.340732815127863
2234,-4.492596182329105
2235,-2.0569090880473806
2236,-4.189874859200064
2237,-4.55499403175652
2238,-6.68129216702457
2239,0.5173371712488558
2240,1.958171042258468
2241,-0.012497288820053017
2242,-0.39845664217663773
2243,-1.0755839640315987
2244,-4.26457178353794
2245,-5.271610008237582
2246,-4.620549401138371
2247,-8.81693815203672
2248,-9.1649495013412
2249,-5.546364267313698
2250,0.8144369422378904
2251,1.4496860382324632
2252,1.9157318359577633
2253,3.5616027617658306
2254,-7.425618589111804
2255,-5.279786954176028
2256,-8.794306433914011
2257,-8.520944627772032
2258,-10.920259006264892
2259,-9.193468502318373
2260,-6.091227722376042
2261,-1.4011174187773554
2262,1.803077275279044
2263,-5.088417702655556
2264,-6.415779110464402
2265,-4.660604283042532
2266,-4.20385770577064
2267,-7.534770632403099
2268,-9.637520304198931
2269,-9.857696767122489
2270,-8.504207250163088
2271,-6.252078197021502
2272,-0.48514345866193775
2273,-7.305232498186027
2274,-4.3122143133272495
2275,-8.29689170935906
2276,-9.847326635686816
2277,-9.74733469438844
2278,-7.8812359707804855
2279,-7.8007139788646835
2280,-8.050544084860151
2281,-6.36682239021236
2282,-3.286136721998846
2283,-9.526589933289484
2284,-9.574302495502163
2285,-6.730708924856645
2286,-7.254466581302459
2287,-6.0543834322516235
2288,-9.581438592580296
2289,-7.302329778778739
2290,-5.940731650908728
2291,-4.416781878088951
2292,-2.9466984183677427
2293,-6.054586420794003
2294,-5.714290521835804
2295,-8.677901283134526
2296,-10.144413200865076
2297,-9.211603545993679
2298,-5.68298749765262
2299,-6.510552357565284
2300,-6.2030699579765125
2301,-4.132223822861718
2302,-2.2674802314016955
2303,-4.2757080289452265
2304,-7.950934162168785
2305,-8.551907063878728
2306,-9.94329922482372
2307,-8.934853931085716
2308,-5.103766151152069
2309,-7.1157480337214185
2310,-5.702703267915504
2311,-7.538359216947994
2312,-3.2094040453394816
2313,-3.8471533799342605
2314,-7.285892761963299
2315,-8.652390051545725
2316,-10.319253952495307
2317,-7.300623615747485
2318,-9.619048200794609
2319,-1.2971691968471368
2320,-5.681994182267069
2321,-5.447624068295117
2322,-5.718426134066766
2323,-8.087764639011356
2324,-9.60419098082727
2325,-9.501176654513658
2326,-6.0524017144590125
2327,-7.164371813087411
2328,-6.141510566166168
2329,-8.76799479503916
2330,-4.061572917597023
2331,-5.659637820714481
2332,-8.05224667765178
2333,-8.815163123734923
2334,-7.707714890399634
2335,-6.670047322190564
2336,-6.897839201540791
2337,-5.098818454756322
2338,-0.973357897134217
2339,-5.546797563752791
2340,-8.39852429662604
2341,-5.429308388257884
2342,-8.347210115867792
2343,-7.88955890890025
2344,-2.1485148542846053
2345,-0.5057784093709823
2346,-0.7214302476439743
2347,-4.244409869621261
2348,-4.712262065535476
2349,-3.592560368767952
2350,-3.886674289148908
2351,-6.864711800433917
2352,-5.945215575074677
2353,-3.4575603861074713
2354,-3.9939122960774975
2355,-1.8628252128920608
2356,3.943936052089543
2357,-8.065808887440555
2358,-8.354569806319645
2359,-5.553616048178607
2360,-8.301175143688901
2361,-6.933521006639766
2362,-6.6826466339289095
2363,-3.1468264979992915
2364,-1.0690626173673918
2365,2.11105868532337
2366,1.8496183974600517
2367,-7.504335519392529
2368,-9.168269962620505
2369,-8.317028869089139
2370,-8.728412162396696
2371,-0.02273811363628897
2372,-0.01254434717017766
2373,1.9731227055832976
2374,4.553994327723736
2375,-9.536693532106339
2376,-9.199913398725968
2377,-9.250357535735011
2378,-5.711999228506091
2379,-7.917344137776798
2380,-9.898764450276833
2381,0.817554811495157
2382,2.152840490831233
2383,4.458919064367539
2384,5.134519348416283
2385,-11.00897062332898
